Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
St. Lucia,,,,,,,,,,,,,,,,,,,,,170370370.4,194444444.4,183333333.3,197037037,251481481.5,284444444.4,340000000,375555555.6,429629629.6,486666666.7,579629629.6,613703703.7,674074074.1,684814814.8,713703703.7,762962963,788888888.9,805925925.9,877407407.4,921851851.9,932592592.6,892592592.6,900000000,987407407.4,1066666667,1135555556,1268319185,1336088815,1437731111,1401507889,1482385185,1568370370,1598207407,1660222222,1749185185,1807640741,1868544444,1998503704,2060955556,2092081549,1497825994,1834796402,2343703788,2519925939
Latin America & Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007480000000,1102120000000,1189980000000,1298650000000,1536670000000,1794990000000,1941690000000,2101020000000,2303340000000,2331650000000,2107240000000,2326170000000,2281660000000,2051650000000,2090650000000,2404140000000,2901840000000,3395770000000,3997430000000,4642690000000,4355870000000,5395520000000,6137300000000,6209020000000,6362330000000,6483200000000,5418290000000,5283310000000,5866480000000,5742640000000,5659970000000,4804920000000,5578000000000,6341680000000,7094330000000
Least developed countries: UN classification,25396340997,27210618723,28791232467,30202790676,31642936961,34376613040,37271686786,39756391347,41993452462,45398307341,43924106346,45503456420,46497667763,56115642780,70169680467,86232150421,79141108671,84799217600,98673333688,110482000000,124276000000,130945000000,131526000000,132942000000,139144000000,152679000000,129920000000,138575000000,151408000000,162003000000,188378000000,206286000000,162423000000,170645000000,167419000000,171656000000,179829000000,188879000000,191441000000,197387000000,224221000000,215386000000,235507000000,266569000000,306201000000,360879000000,417525000000,501270000000,614415000000,608427000000,687433000000,783931000000,819266000000,892429000000,959618000000,920865000000,936562000000,1025060000000,1090420000000,1150500000000,1162020000000,1266740000000,1424620000000,1504250000000
Low income,,,,,,,,,,,,,,,,,,,,,77122651920,82418257129,81995485615,83287284893,85877398913,83637573681,87036099940,92958586120,98924794836,107336000000,134347000000,150994000000,103353000000,110352000000,103210000000,95755547189,92529748882,98821120248,99814560376,100732000000,123909000000,116418000000,128028000000,142979000000,167197000000,199723000000,232209000000,282894000000,340460000000,338898000000,372941000000,404515000000,381702000000,394195000000,422084000000,416121000000,383742000000,401921000000,418228000000,445278000000,439782000000,466421000000,530579000000,646798000000
Liechtenstein,,,,,,,,,,,90099360.84,104889795.3,124940289.3,165928881.6,193980464.9,246389101.9,272489300.5,303493119.5,436912067.8,503173104.4,534699362.9,511647750.1,522096760.3,524023624.9,502620991.9,529073612.5,779357802.5,1052848996,1161757671,1119983801,1421509216,1484160302,1631177029,1673085245,1948129623,2428525061,2504012993,2298389803,2479699106,2664105901,2483889858,2491800559,2688618747,3070803051,3454373798,3659319117,4000102086,4601429897,5081479840,4504375348,5082337238,5739706005,5456102482,6391708311,6657526980,6268515276,6237302034,6474308718,6692620692,6436467007,6405870210,7710380086,7364654515,
Sri Lanka,1409873950,1444327731,1434156379,1240672269,1309747899,1698319328,1751470588,1859465021,1801344538,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091913884,15794972847,15656327860,16330814180,15749753805,16536535647,18881765437,20662525941,24405791045,28279802406,32350238760,40713826215,42066224093,58636161082,67753284044,70447216891,77000578167,82528535714,85140955389,88012282206,94376237797,94493871201,89014978344,84304298771,88609332762,74144875098,84356860421
Lower middle income,84616597002,90186836257,92181987015,102324000000,114986000000,123091000000,112246000000,119766000000,127098000000,140741000000,152459000000,158770000000,169451000000,199278000000,246308000000,269899000000,285187000000,320268000000,362652000000,421466000000,513382000000,639661000000,635625000000,601272000000,576353000000,615172000000,618321000000,672772000000,696574000000,683581000000,733710000000,702240000000,735562000000,747222000000,839698000000,997448000000,1135330000000,1192060000000,1217730000000,1122830000000,1185530000000,1197960000000,1264000000000,1433890000000,1649440000000,1900260000000,2225370000000,2723530000000,3012630000000,3141140000000,3780030000000,4217830000000,4456530000000,4712910000000,5090400000000,5083700000000,5297560000000,5693070000000,5979740000000,6278110000000,6081790000000,6894340000000,7341100000000,7384750000000
Low & middle income,281513000000,278867000000,283225000000,311642000000,354592000000,390786000000,397998000000,414951000000,438312000000,488148000000,534184000000,569853000000,639212000000,791712000000,995178000000,1126110000000,1204420000000,1350370000000,1462130000000,1758770000000,2120140000000,2395450000000,2328100000000,2332810000000,2404500000000,2481200000000,2482660000000,2538700000000,2700670000000,2796050000000,3194210000000,3099580000000,3275750000000,3621880000000,4056220000000,4627180000000,5138110000000,5453630000000,5426860000000,5223490000000,5680270000000,5687810000000,5796550000000,6487370000000,7609730000000,8985210000000,10575600000000,12982500000000,15416300000000,15446600000000,18779500000000,22115500000000,23512200000000,24940300000000,26101800000000,25326500000000,25586600000000,27933300000000,29703700000000,30424500000000,29491900000000,34735000000000,36438600000000,37425200000000
Lesotho,34579986.17,35699985.72,41859983.26,47039981.18,51939979.22,54879978.05,56699977.32,59261976.3,61445975.42,65967973.61,68739972.5,76480285,80913200.43,121188715.8,150851316.5,149558895.9,147660036.9,193315048.3,266570066.6,290134592.5,431542536.7,434188034.2,348741683.7,386699308.9,333163670.3,268629925.9,318858423,402768324.5,470395800.6,495409232.6,596410263.7,704325366.7,831029861.7,835582062.5,878250945.3,1001894000,946112492.8,998004258.7,928460893.1,912773681.1,887291687.9,825706961.2,775777238.6,1157825435,1511236656,1682343527,1800092564,1682131785,1766902709,1740894965,2234754242,2579409620,2477702216,2367112932,2441063054,2359686725,2114426454,2306741674,2556247292,2390702296,2053338465,2406780519,2289355249,2046039024
Late-demographic dividend,236360000000,215774000000,215218000000,228482000000,263093000000,297807000000,322756000000,317115000000,316339000000,354455000000,402927000000,443431000000,504218000000,633970000000,733419000000,788839000000,812874000000,946458000000,939559000000,1163010000000,1372120000000,1415540000000,1400420000000,1461400000000,1552340000000,1660680000000,1684900000000,1746600000000,1907970000000,1913190000000,1966140000000,1983420000000,2022190000000,2105330000000,2442950000000,3018290000000,3329590000000,3486500000000,3361070000000,3106270000000,3410310000000,3525090000000,3736800000000,4257950000000,5117290000000,6172910000000,7448570000000,9382450000000,11663600000000,11269400000000,13564300000000,16530400000000,17680700000000,19042400000000,19776300000000,18550900000000,18593600000000,20631100000000,22623600000000,23050200000000,22531200000000,26872800000000,28062600000000,28341400000000
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7867140395,8382519637,10118631852,11239547691,10971583945,11524776867,12237388002,14259781159,18781721376,22627507452,26097677572,30183575104,39697891352,47797551588,37388122046,37128694028,43535051482,42927454291,46523420074,48533659592,41435533340,43047309306,47758736932,53751411409,54808531641,56964942999,66798933786,71013953448,77836396963
Luxembourg,709941874,710163719.4,747846862.2,797902154.2,910877686.3,929477284.8,976717015.5,983052314.9,1075561623,1245432991,1457768455,1518773421,1901697370,2609875802,3183637117,3123333333,3423586207,3789321328,4718539772,5516982664,6019805490,5053665797,4602316793,4524217751,4438435493,4577211767,6685595088,8320902215,9418167855,10037674038,12778792854,13834219728,15518702635,15925521222,17701798891,20853093870,20895314658,19563836265,20150053345,21899317599,21230182989,21387533703,23649833332,29667268248,35064843793,37672280120,42910146296,51587401416,58844277702,54467289898,56213985987,61696281326,59776383527,65203276467,68804811898,60071584216,62216885436,65712180343,71000359760,69890505324,73699366700,85584105994,81641807866,85755006124
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789128637,5975248851,6527926446,7166275468,7533788134,7958852839,8362398702,9557031605,11771975157,14435700533,17003459863,21570076499,31054350978,35854274229,26410909091,23956163077,27474380566,28169902669,30204783462,31386896487,27263090547,28083597512,30483806018,34429023435,34225547537,34390910339,39443126174,40422521943,43627078481
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,1142497719,1133013235,1304361353,1362072160,1532105070,1957724829,2288761823,2705665492,3246481233,3765249711,4914365189,5665606115,6311207780,7046147737,7176892950,7267570893,6797792190,6547670439,6774193548,6860272608,7371692774,8246479566,10643253553,12160056122,14874098692,18439981612,21027018333,21587786906,28241798492,36845888757,43189721377,51536595089,54902831794,45048190598,45070808689,50383871121,55190661340,55082293844,25343525936,30969334705,24464719190,47061843716
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775875748.5,,,772921958.5,,,,,652206037.1,,649206262.8,,
Morocco,2037154742,2025693540,2379611125,2657252578,2798345299,2948331090,2876401297,3046345314,3271422333,3651622669,3956336244,4356669034,5074117545,6242145880,7675466449,8984853005,9584297284,11049783872,13236946234,15911994817,21728516153,17788185479,17692276734,16251408128,14824667954,14991283216,19462085540,21765195948,25705296184,26314313191,30179954775,32285573574,33711069431,31655473664,35604137423,39030285468,43161571528,39147844526,46497608725,46266428648,43017455402,43831480208,47077192188,58029363354,66114145451,68852658069,75883823301,86947913287,101823000000,101155000000,100865000000,110081000000,106937000000,115739000000,119131000000,110414000000,111573000000,118541000000,127341000000,128920000000,121354000000,141818000000,130913000000,141109000000
Monaco,,,,,,,,,,,293127333.2,327706210.4,402451900.8,523554039.2,563949254.1,711978961.9,735324244.7,811191392.2,1000555218,1209870147,1378175524,1205188648,1143216457,1092560365,1037329604,1082867507,1515234743,1839081463,2000704745,2010083833,2481307077,2480540845,2737049231,2574494356,2720332135,3130309995,3137886995,2840195190,2934593468,2907118641,2654462665,2673723034,2919647982,3597089751,4043551489,4204652899,4586826513,5875790766,6502942245,5474379252,5367561570,6088689808,5742749294,6555591710,7069353073,6261649891,6465645585,6431271365,7182444410,7383944044,6739645416,8626081321,8784002932,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3571250000,3083333333,2320435308,2371711383,1702292856,1752979926,1695122174,1930081169,1698717505,1170782957,1288429392,1480673594,1661818168,1980907435,2598249556,2988342907,3408255451,4401173152,6054824248,5439434272,6974982370,8414352020,8709138635,9496717876,9402090138,7797667197,7980917076,9514404016,11252353421,11736797055,11530746234,13691869264,14510490660,16539436547
Madagascar,673081724.8,699161944.6,739286907.6,759345863.7,802482183.7,833563473,900264584.6,956436932.1,1031669637,1056391056,1111859571,1199507631,1341590690,1653062335,1917508190,2283049215,2181844179,2358930406,2669755115,3463565854,5201818348,4759333998,4784977326,4686457031,3905938481,3802557895,4347989788,3212900556,3189456965,3175638333,3931334875,3254713056,3714966678,4063298919,3522227092,3838100904,4931861039,4262965420,4401967633,4277903780,4629247204,5438332602,5351701663,6372498890,5064732626,5859269753,6395712491,8524620890,10725137724,9616879409,9982711338,11551819618,11578975062,12423555455,12522957399,11323020701,11848613858,13176313594,13760033282,14104664679,13051441204,14554754117,15302510500,16031702915
Maldives,,,,,,,,,,,19328038.32,21566404,25177137.55,30862041.54,39120171.22,24540877.57,22399467.15,20853788.76,24369109.15,38523364.51,42463576.16,44781456.95,47911340.18,57829787.23,109503546.1,127190758,141882254.2,141223029.4,168514513.4,189514434.2,215043969.8,244396761.9,284875809,322417837.2,356014932.1,398988955,450382328,508223602.4,540096397.6,589239753.6,624337145.3,870031676.8,897031250,1052121055,1226829563,1163362438,1575200391,1868383461,2271646188,2345294875,2588176055,2774350240,2886163997,3295009238,3697353039,4129505319,4409942624,4816426257,5404344163,5726094799,3712604583,5254366312,6170638746,6600000000
Middle East & North Africa,,,,,,33355527573,35719093594,38474318202,44168901220,49272971405,55493554807,63999373657,78443642841,107826000000,198498000000,216778000000,270073000000,313508000000,331515000000,434448000000,560257000000,573675000000,572710000000,581875000000,586006000000,597081000000,604168000000,560689000000,555522000000,572245000000,745103000000,549382000000,600385000000,610560000000,646605000000,713738000000,794179000000,832657000000,814472000000,885973000000,992556000000,987484000000,979352000000,1090480000000,1286310000000,1542090000000,1810950000000,2140270000000,2674260000000,2399660000000,2820270000000,3396710000000,3660140000000,3601730000000,3627620000000,3201010000000,3234260000000,3372000000000,3538060000000,3549950000000,3199080000000,3780280000000,4497120000000,4287680000000
Mexico,13040000000,14160000000,15200000000,16960000000,20080000000,21840000000,24320000000,26560000000,29360000000,32480000000,35520000000,39200000000,45200000000,55280000000,72000000000,88000000000,88875923765,81912018784,102649000000,134532000000,205577000000,263798000000,184603000000,156167000000,184231000000,195241000000,134556000000,147543000000,181611000000,221403000000,261254000000,313140000000,363158000000,530161000000,553618000000,380157000000,432158000000,523450000000,557461000000,631249000000,742061000000,796065000000,810666000000,765550000000,819459000000,917572000000,1020270000000,1102360000000,1161550000000,943437000000,1105420000000,1229010000000,1255110000000,1327440000000,1364510000000,1213290000000,1112230000000,1190720000000,1256300000000,1305210000000,1120830000000,1313070000000,1463320000000,1788890000000
Marshall Islands,,,,,,,,,,,8408486.051,9116810.275,9973652.288,11607365.81,15217532.23,16691300.77,18153647.07,20210069.49,22209369.83,25545346.13,26710652.89,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,109884681.7,112070114.1,113352058.4,114838470.5,122406127.9,131959976.2,131128479,132791854.9,137815414.4,142922515.9,150104705.8,146208160.4,150886459.4,160629516.6,172044509.9,180302078.2,185817016.6,185446395.9,183222930.9,200900711.1,212935714.7,219430038.5,231996704.1,240751144.4,257784881.6,258774475.1,284000000
Middle income,270719000000,267466000000,271025000000,298767000000,340749000000,375732000000,382482000000,398431000000,420802000000,468893000000,513783000000,547623000000,614335000000,762749000000,959291000000,1083430000000,1157810000000,1298190000000,1403710000000,1694490000000,2046090000000,2316120000000,2249260000000,2252790000000,2322000000000,2400310000000,2398890000000,2449690000000,2605950000000,2694000000000,3069620000000,2962310000000,3176790000000,3516030000000,3955760000000,4532080000000,5044740000000,5353980000000,5326400000000,5122650000000,5557880000000,5572270000000,5670210000000,6346260000000,7444670000000,8788210000000,10346300000000,12703100000000,15080300000000,15112100000000,18410300000000,21713900000000,23131500000000,24546700000000,25680700000000,24911700000000,25202600000000,27530300000000,29284000000000,29978500000000,29051700000000,34266100000000,35907900000000,36786900000000
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4699646643,4938775510,2436849342,2682456897,3559608640,4707041315,4642021256,3912986091,3765745023,3863619285,3772859034,3709636031,4018365747,4946296599,5682784472,6258602873,6861226972,8336474974,9909552435,9401736825,9407170321,10494626768,9745261301,10817702346,11362265253,10064519963,10672467073,11307067070,12683068114,12606338449,12361036914,14000283827,13711469681,14761237042
Mali,,,,,,,,275494477.6,343771973,339913867.1,359772315.1,395218628.9,486617280.3,563683703.3,538747340,830710615.2,939228017.2,1049838548,1222702573,1595422956,1759691186,1538972424,1333754225,1297765326,1232932104,1392196048,1852163453,2090629987,2169040603,2181821909,2681912149,2724131458,2830673378,2818281085,2081846498,2706425157,2780422049,2697105823,2920358711,3440724710,2961484954,3468337942,3908121307,4714071980,5454249126,6247515888,6905934218,8156468826,9838403101,10231962390,10689168016,12995112690,12442035339,13242690786,14364937124,13104764378,14026048336,15365713048,17070867590,17280250810,17465392764,19309463508,18780322204,20904898296
Malta,,,,,,,,,,,250721821.6,264579879.8,295118249.3,345602025.4,376094108.5,474620439.6,527936988.8,625573345.5,793675169.9,1001300838,1250242108,1243469361,1234518125,1165771369,1101828569,1117835286,1435079200,1751247763,2019474244,2118574772,2547163582,2750041434,3021910217,2709178327,2998570147,3720400049,3822882325,3793418975,4010571334,4121350624,4069515557,4088368962,4470446352,5448415540,6098092512,6416184236,6778324087,7925371459,9090406750,8696366869,9035824366,9638728635,9461776292,10551030597,11625848975,11091483660,11668015566,13484541926,15404393365,16004563886,15249999048,18123718947,18357069273,20956999452
Myanmar,545098447.6,605581577.3,634528872,598998418.7,411419905.8,367053117.2,293103478.5,420359035.9,559956130.3,571854214.6,563555630.8,587448405.5,662213082.7,719754655.4,1225589878,1061107354,1204699849,873579931.9,935408775,952265043.4,1038225167,1111000765,1481165468,1381573615,1304063253,1478908173,1582873750,1562448077,1541088312,2013448229,2115193513,2069832687,2411552289,3163020035,4432257174,5289174943,6123556717,4722288496,6459461639,8486832801,8905066164,6477790688,6777632512,10467109978,10567354056,11986972419,14502553710,20182477481,31862554102,36906181381,49540813342,59977326086,59937796648,60269732855,65531374200,59607290408,63298361996,66053040483,67860515990,75065106228,79006113643,66345291160,62253049892,64815031669
Middle East & North Africa (excluding high income),,16859956001,17721013431,20017082638,22275305018,24847602751,26305840617,28630544839,32496383972,36404628647,40616151583,46629419112,55719939191,74036325635,114765000000,130816000000,162082000000,187308000000,199471000000,250478000000,304411000000,292161000000,327203000000,363201000000,378203000000,408729000000,440997000000,380590000000,362854000000,362862000000,504676000000,256748000000,280535000000,290356000000,307434000000,340259000000,380849000000,400497000000,410727000000,449128000000,474549000000,480454000000,463163000000,509460000000,604589000000,707135000000,828323000000,1016250000000,1260100000000,1221250000000,1413230000000,1654720000000,1782890000000,1643990000000,1625990000000,1460580000000,1496710000000,1496690000000,1421480000000,1433130000000,1324360000000,1535300000000,1760100000000,1646550000000
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854261160.7,828950327.4,984293043.8,1159869246,1284685051,1707710053,2073234418,2257174481,2721903149,3680711744,4545674528,4159330370,4142983843,4544428421,4087526242,4465772400,4593853291,4054730078,4376930578,4856599481,5506942238,5542054181,4769996866,5861427505,6229801581,7404541965
Mongolia,,,,,,,,,,,,,,,,,,,,,,2310099100,2552401933,2725736633,2098734600,2186505475,2896178867,3020611600,3204461567,3576966800,2560785660,2379018326,1317611864,768401634.2,925817092.2,1452165005,1345719472,1180934203,1124440205,1057408589,1136896124,1267997934,1396555720,1595297356,1992066808,2523471601,3414055662,4234999704,5623216608,4583850368,7189481999,10409797378,12292770632,12582122604,12226514668,11619892591,11181350649,11480847741,13178094720,14206359018,13312981429,15286441738,17146471714,19872180370
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1301000000,1181000000,858000000,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3854856435,2798696511,2883161897,2958108170,3061646174,4030146135,4873663775,5551118149,6285219691,5930685215,5650154067,5950769427,6583526861,7937255565,8868504900,9509835537,10811456006,12920340965,12263894790,11411894724,14619279989,16688114144,17198073057,17978246586,16208985770,12069051237,13264640646,15017359042,15512758965,14235420174,16168055475,18406835495,20624597847
Mauritania,,159213430.2,164271557.6,168186297.2,224495743.8,255340475,266533605.2,282615310.2,311395937.2,295062308.5,309405316.1,335568907.1,391669449.3,493237876.3,613010552.5,703377837.5,775045516.9,799030017.1,804629876.8,951900945.2,1047925106,1105494682,1108776653,1165171263,1074373230,1009723326,1186628779,1344664725,1414951290,1450647019,1506914408,2133692697,2164298425,1847353211,1944876755,2091726101,2132087009,2071996564,2032347665,1985922776,1779520886,1746063558,1777057481,2051147607,2362501023,2936019526,3919577286,4346212355,5206437194,4714595548,5628878798,6764627746,6728208836,7223071097,6592537782,6166863897,6398747592,6800135898,7473550557,7894764886,8260752385,9222536364,9744039515,10452577063
Mauritius,162089563.9,191757729.4,197738207.8,253839557.9,218914569.1,230024160.6,227534083.5,238439290.9,206576630.6,221553612.9,224125805,251437337.9,318664899.7,404285775.1,669894029.6,673311287.1,713510051.6,834722972.2,1029040323,1227446632,1147027924,1157769444,1092923636,1104956573,1054564759,1090611325,1482601552,1906174438,2163252449,2211312823,2689212760,2895354736,3267677814,3307302126,3606050873,4094741652,4481489762,4243755308,4225813976,4402193195,4726108622,4675755867,4906494249,5894873920,6667418752,6576108447,7028810681,8150150209,9990356674,9128843109,10003670690,11518413430,11668696397,12292974141,13074129952,12007291046,12594155464,13713506131,14735695931,14436346980,11408106446,11484348766,12927979286,14397127281
Malawi,,,,,,,,,,,,,,,,,,,,,1801156775,1801193910,1717379495,1780148050,1758028656,1646442273,1722586299,1721711809,2008189508,2314205129,2737087862,3206783830,2618837835,3013392658,1719864761,2033701498,3319573750,3875785863,2547609590,2584478924,2537307580,2498008665,5087328438,4669789300,5058726350,5320409651,5818279739,6451210219,7743617352,9009887947,10128323011,11648142958,8773203178,8031571928,8801326169,9219474379,7909868618,8943543677,9880675786,11077305330,12041250084,12580922008,13129458326,14084341062
Malaysia,1916229477,1901856123,2001489602,2510110348,2674423922,2956337669,3143517944,3188924677,3330371551,3664552041,3864145667,4244395956,5043347250,7662902678,9496204302,9298800799,11050234599,13139488633,16358079862,21213264962,24488224677,25004285792,26804493635,30347442111,33942897422,31199633353,27734111400,32181210158,35272109220,38847965293,44024585240,49143148094,59167550163,66894966969,74478356958,88705342903,100855000000,100005000000,72167498981,79148421053,93789736842,92783947368,100846000000,110202000000,124749000000,143534000000,162692000000,193550000000,230812000000,202257000000,255018000000,297952000000,314443000000,323276000000,338066000000,301355000000,301256000000,319109000000,358789000000,365178000000,337456000000,373832000000,407027000000,399649000000
North America,582637000000,603068000000,646070000000,682295000000,733756000000,796669000000,874419000000,925632000000,1012420000000,1097010000000,1161680000000,1264670000000,1392810000000,1557410000000,1706500000000,1859670000000,2081070000000,2294600000000,2571440000000,2871740000000,3132700000000,3515030000000,3659220000000,3976790000000,4395320000000,4706200000000,4959810000000,5289650000000,5747230000000,6210290000000,6560810000000,6772290000000,7116390000000,7439430000000,7869050000000,8247740000000,8706430000000,9235470000000,9699950000000,10312900000000,10999200000000,11324600000000,11693700000000,12356200000000,13248400000000,14217200000000,15141000000000,15949800000000,16329800000000,15859300000000,16672900000000,17399400000000,18088700000000,18733700000000,19420300000000,19858200000000,20339800000000,21268500000000,22389100000000,23272500000000,22985500000000,25608800000000,27913400000000,29509300000000
Namibia,,,,,,,,,,,,,,,,,,,,,2421990338,2249908578,2118710248,2297400688,1951260038,1608237350,1809048527,2300068217,2495094746,2535135798,2789921853,2996869281,3429521699,3251188833,3666503530,3978514206,3989163197,4154989950,3873109866,3868551730,3922232165,3557341215,3349169826,4926439384,6609205995,7248374838,8001779551,8839536476,8607431497,8938847189,11431412421,12523359441,13042053592,12043307277,12435430970,11335161084,10722018732,12895153160,13682018827,12541928103,10583748542,12402486184,12567271005,12351024844
New Caledonia,,,,,,159594492.5,164206536.4,180036767.6,215507162.6,263108841.3,358815684.1,413985778.6,506808996.7,542293399.9,637403478.5,816652164.4,798313521.7,837620126.6,846004687.8,1047225724,1182463951,972564154.8,904599869.7,823857893.2,796066194.7,854820893.6,1201321514,1488093102,2072775508,2185082939,2529440424,2653780672,2923883281,2822243781,3038728385,3628440505,3606968436,3291131281,3556304833,3647802050,3420032041,3297734891,3740056748,4915353827,5895008978,6238629487,6979155388,8819917180,9067619760,8704438102,9364350077,10351448005,9659151917,10151382933,10635035595,8738203074,8724568955,9174048682,9896402284,9475655325,9454629468,10071349664,9623318718,
Niger,449526873.3,485785231,531736599.3,586294878.7,582816396.4,673383510.8,702296078.6,665586872.3,641214226.2,625867985.3,649916621.2,693573703.6,742779660.8,946385105.2,1026137111,1048690933,1064517601,1291458041,1774365590,2109277666,2508524721,2170893414,2017612216,1803099561,1461243326,1440581652,1904096998,2233006105,2280356193,2179567114,3512356508,3285796875,3386232579,3052673849,1938058175,2302537562,2405686940,2290318910,2643363519,2537789821,2241753193,2448714704,2782192879,3394084732,3760443738,4383315965,4756361252,5731485052,7297600226,7352131310,7851192502,8772950778,9426912648,10224897438,10862943544,9683867926,10398861982,11185104252,12837307497,12889555561,13744653103,14915002436,15433852712,16819170421
Nigeria,4196174502,4467287893,4909399176,5165590254,5552931319,5874537650,6366917453,5203237919,5200997920,6634317346,12546094982,9181769912,12274416018,15162871287,24846641318,27778934625,36308883249,36035407725,36527862209,47259911894,64201788123,164475000000,142769000000,97094911792,73484359521,73745821158,54805852581,52676041931,49648470440,44003061108,54035795388,59526833412,52058181854,56721051402,80399613064,140920000000,185730000000,200850000000,218416000000,59145077039,69171451627,73557840064,95054059303,104739000000,135765000000,175671000000,238455000000,278261000000,339476000000,295009000000,366990000000,414467000000,463971000000,520117000000,574184000000,493027000000,404649000000,375746000000,421739000000,474517000000,432199000000,440839000000,472625000000,362815000000
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647249804.7,987064516.1,1110472676,1690713684,1792800000,1912586293,3861518690,4131909868,4308096533,4389965591,4635354832,4856005699,5109583827,5351768844,5223736466,5322243502,5792949922,6321335612,6763688105,7423421958,8496946608,8298679909,8758592272,9774307336,10531964139,10982938826,11880434071,12756706583,13286118584,13785943183,13025239912,12699046245,12681548304,14144067556,15649934215,17829215284
Netherlands,13263458995,14578381188,15824293506,17168477020,20202316519,22688478855,24705121842,27103938851,30053405731,34035946909,38164716625,44579122807,54706557264,71840909664,87243413395,100250000000,109169000000,127017000000,155860000000,179669000000,195152000000,164134000000,158480000000,153445000000,143913000000,143846000000,200862000000,245046000000,261911000000,258337000000,318331000000,327500000000,362963000000,353550000000,379130000000,452302000000,450490000000,416813000000,438008000000,447050000000,417479000000,431587000000,473862000000,580070000000,658380000000,685348000000,733955000000,848559000000,951870000000,871519000000,847381000000,905271000000,838923000000,877173000000,892168000000,765573000000,784060000000,833870000000,914043000000,910194000000,909793000000,1029680000000,1009400000000,1118120000000
Norway,5197398721,5669689210,6107076929,6553269536,7206522122,8111945661,8753940267,9577383653,10227087165,11136187440,12814123115,14583114840,17358610850,22534253703,27145693810,32877805200,35942270686,41508030431,46522900254,53132244624,64439382896,63596654761,62647195538,61627240831,62057955033,65416879914,78693118044,94229907236,101900000000,102634000000,119792000000,121872000000,130838000000,120579000000,127131000000,152030000000,163520000000,161357000000,154230000000,162384000000,171457000000,174239000000,195915000000,229385000000,265269000000,309979000000,346915000000,402643000000,464918000000,387976000000,431052000000,501361000000,512777000000,526014000000,501736000000,388160000000,370957000000,401745000000,439789000000,408743000000,367633000000,503368000000,593727000000,485513000000
Nepal,508334414,531959561.6,574091101.2,496947904.4,496098775.3,735267082.3,906811943.8,841974025.5,772231386.9,788641965.4,865975308.6,882765471.6,1024098400,972101725,1217953547,1575789254,1452788985,1382400000,1604162497,1851250008,1945916583,2275583317,2395423742,2447174803,2581207388,2619913956,2850782044,2957255380,3487009748,3525225787,3627560239,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007055042,6050875807,6330473097,7273938315,8130258378,9043715356,10325618017,12545438605,12854985464,16002656434,21573872421,21703100877,22162204925,22731612922,24360801287,24524109484,28971588940,33111525237,34186180699,33433659301,36924841394,41182939601,40908073367
Nauru,,,,,,,,,,,17570365.96,19009433.34,21734268.53,26529816.5,35994511.24,40106775.6,40287426.7,40444701.65,41754146.88,44431329.77,46947124.24,51689636.07,52877742.65,48439093.08,47363231.13,41548740.61,39939390.8,40118409.87,45931133.93,53736786.06,55572375.47,52533788.56,51133123.13,43542088.25,39742511.24,39969705.97,37458801.21,37331507.28,29664450.93,27328612.61,26930980.34,22613287.54,21017423.61,24778159.58,30587565.8,30070666.07,29200359.39,22766972.19,37602264.73,44176245.55,47562844.61,65071879.78,101055723,94385014.94,99149244.4,84863440.58,97541943.04,109355638.9,130995566.3,125160115.5,124685688.2,175390280.7,153824609.5,154127798.2
