Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cameroon,614206068.5,652777608.3,694247864.4,718320845,776650176.9,814083265.5,851112534.6,936175260,1046191218,1100551489,1151216993,1236941394,1498251890,1901393361,2157415533,2857037371,2898090002,3394664024,4662852583,5919002983,6674569047,6610938617,6611255964,6870200010,7311938026,8544810498,11857056199,13049659981,12236057362,11012566195,12314482628,11840192296,12071775335,16181814713,8902446252,10864772471,11093538846,10789458433,11298144990,11565826459,10566579295,10953485345,12417251342,15970315030,18826214125,19509852220,20910512979,23928250409,27715142006,27932970297,27507501809,30630910513,30155062302,33728621190,36386544715,32210233021,33814337041,36098547059,39955552190,39667757528,40773241177,44993521774,43644068311,47945510090
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8850000000,10768000000,5820475672,5643416613,5771456952,6090838693,6217805821,4711259427,19088046306,7438189100,8728038525,8937567060,10297483481,11964484466,14451901696,16737071816,19788515590,18648372553,21565721045,25839749199,29306235285,32679745048,35909040926,37917706497,37134801555,38019264795,47568210010,51775829877,48716961860,55328482784,65801547620,66383287003
"Congo, Rep.",131731862.8,151675738.9,166521239.7,172233430.7,185693724.9,198318064,220613582,237397428.1,251247457.8,265040036.4,274960699.9,322128019,410669263.7,541973362.6,585364634.5,767102680.2,754549601.4,765224029.3,878771772.2,1198749667,1705796853,1993512323,2160640565,2097274290,2193581365,2160872540,1849268212,2297753652,2212536312,2389593026,2798746050,2724853506,2933222703,2684323623,1769365438,2116003868,2540697539,2322719103,1949481379,2354772960,3227927698,2796704604,3034250924,3503723088,4656974940,6650001680,8072305029,8782703437,11649857673,9723299915,13148396212,15655383577,17692911296,17958720699,17919321083,12434793868,10931328150,11834473048,14773900278,13976637329,11468688141,14825690210,15817030157,15321055818
Colombia,4031152977,4540447761,4955538219,4836166667,5973366667,5760761905,5428518519,5825170438,5960212869,6450175214,7198360460,7820380971,8671358733,10315760000,12370029584,13098633902,15341403660,19470960619,23263511958,27940411250,33400735644,36388366869,38968039722,38729822782,38253120738,34894419443,34942489684,36373307085,39212550050,39540080200,47844090710,49637993949,58394443378,66474101301,81705497617,92495970511,97153389011,106656000000,98486358581,86278947637,99875074951,98200641203,97945812803,94644969157,117092000000,145601000000,161793000000,206230000000,242504000000,232469000000,286499000000,334966000000,370691000000,382094000000,381241000000,293492000000,282720000000,311867000000,334198000000,323032000000,270348000000,318525000000,345330000000,363540000000
Comoros,,,,,,,,,,,,,,,,,,,,,212218261.6,196349931.5,184009013.6,191621954.9,184697225.6,196726096.3,279197721.8,337525852.6,356500032.7,341476768.3,429622177.7,424108769.5,457388651.5,452881475.1,319189184.3,398461797,396053805.9,364445600.5,370106745.9,382454989.9,351136579.6,378512024.1,425964681,546885222.7,633706110.8,653845169.2,698431793.9,795673152.9,915659108,905341172.7,907978730.9,1023086274,1015843491,1116224107,1149587661,966029600.9,1012835493,1077439757,1188797449,1195019532,1225039197,1296089480,1242519408,1352380972
Cabo Verde,,,,,,,,,,,,,,,,,,,,,142246815.3,139468209.1,140630679,138476175.6,132019038.6,137728204.8,190651167.6,235253064.7,264308140.3,267448571.4,306890962.6,319827058.6,357160985.3,490417389.7,406580652.3,487148993.5,501979269.8,490608657.9,521910560.5,592416703.1,539227277.6,563090490.4,620507387.5,813260468.9,924940011.8,972241676.9,1107571458,1649621739,1959620648,1852334575,1824751468,2046817987,1913081210,2028910915,2041930125,1749857620,1849789986,1996741540,2205099507,2252177124,1821565614,2051842610,2303738020,2587252076
Costa Rica,507513830,490325181.6,479180824.3,511902136.8,542578367.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077147538,1238251696,1528925846,1666544754,1960863466,2412555426,3072427013,3523208810,4035519323,4831447001,2623803096,2606623555,3146772631,3660477856,3919203960,4418983871,4532952047,4614629898,5251025767,5711687787,7196276092,8564041916,9582868487,10486787008,11578594260,11678424507,12614602382,13684255947,14254866281,15013629659,15976174337,16578820687,17271760507,18610594846,20040642477,22715540325,26884700345,30801744882,30745714313,37658614804,42762613700,47231655431,50949668841,52016408952,56441920821,58847019610,60516044657,62420164992,64417670521,62395610760,64960725734,69243626029,86497941439
Caribbean small states,641539200,700032151.4,751070761.9,783055216.4,850013068.4,941955802.2,1060211694,1193809347,1249827169,1408416099,1494644823,1613957284,1699530411,1914714924,2188779240,2399029470,2459992058,2810359160,3227977419,3813512912,4581034657,4920708665,5085934009,5355236379,5855996772,6344026525,6899365003,7446648029,8147437985,8161221668,8504276627,8637254827,8801288384,9144076193,9839199623,10400848111,11180259451,14335075433,15597595842,16582093658,17467367619,17638376241,18687788780,19248879363,20281937834,22208371015,25923714994,28067234200,29396279802,28708191271,29715534449,30344564229,32052386052,32390809157,33462282321,34538256118,33451252507,34921587493,36225416548,37621010338,31378030001,36706592899,48138054139,53252637670
Cuba,,,,,,,,,,,5693005200,6914658400,8135150892,9987709650,11405957317,13027415244,13789579903,14206158675,17844705325,19584443288,19912889861,20150254096,20953510235,22204940512,24039383608,22920490774,24226574634,25213935012,27458999472,27023468666,28645436569,24316556026,22085858243,22367254865,28448326757,30429803651,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,48835925926,54262870370,56302129630,57481481481,59562962963,68990000000,73141000000,77148000000,80656100000,87132800000,91370407864,96850649692,100050000000,103428000000,107352000000,,,
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2930092235,3012836257,3033568603,3059406983,3058779218,3024690168,3033433240,3046364804,3026124134,2534327598,2739608133,3073840325,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200288282,4466278031,4585948969,4281714618,4156841164,4186073160,4291004486,4405796081,4562853582,4708167255,4909322200,5166281293,5530178499,5941896600,5655357984,6060026510,6600844002,
Cyprus,,,,,,,,,,,,,,,,489914760.7,576090073.7,734887974,964026512.2,1288715210,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9933133247,10011918444,9547818700,10248617647,10497908306,9985844486,10397897086,11420227885,14547325028,17320552500,18433411267,20072786351,23968764030,27844698989,26048249357,25799940416,27641551807,25047433100,23959708956,23225912185,19909269064,21046452116,22946583375,25597301191,25947020102,25227189745,29482912835,29250532020,32229622669
Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40728950705,29859921159,34805013230,40866748705,47850203856,60147174077,67387788633,62180159376,66807429711,65173130995,61828166496,67808032980,82196001051,100090000000,119814000000,137143000000,156264000000,190184000000,236816000000,207434000000,209070000000,229563000000,208858000000,211686000000,209359000000,188033000000,196272000000,218629000000,249001000000,252548000000,245975000000,281791000000,290566000000,330858000000
Germany,84310950194,96205728658,105509000000,111823000000,122880000000,134283000000,142781000000,144571000000,155956000000,177085000000,215838000000,249985000000,299802000000,398374000000,445303000000,490637000000,519754000000,600498000000,740470000000,881345000000,950291000000,800472000000,776576000000,770684000000,725111000000,732535000000,1046260000000,1298180000000,1401230000000,1398970000000,1771670000000,1868950000000,2131570000000,2071320000000,2205070000000,2585790000000,2497240000000,2211990000000,2238990000000,2194950000000,1947980000000,1945790000000,2078480000000,2501640000000,2814350000000,2846860000000,2994700000000,3425580000000,3745260000000,3411260000000,3399670000000,3749310000000,3527140000000,3733800000000,3889090000000,3357590000000,3469850000000,3690850000000,3974440000000,3889180000000,3887730000000,4278500000000,4082470000000,4456080000000
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,340989528,,373371738.3,395794538.6,409220087.1,452328087.3,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,2042817163,2214679081,2424391785,2604955229,2762581334,2913466732,3088853639,3185150981,3385825229,3674298479,4098530514
Dominica,,,,,,,,,,,,,,,,,,45872947.41,57130215.56,55017758.89,72804653.33,82107391.11,89527576.67,98665191.48,109157070.7,119491933,135161958.5,151868754.4,171106184.1,185137243,201429629.6,219762963,234059259.3,245525925.9,264374074.1,274522222.2,292285185.2,302988888.9,322411111.1,331759259.3,333470370.4,340203703.7,333196296.3,343311111.1,367200000,364255555.6,390251851.9,421374074.1,458188888.9,489074074.1,493825925.9,501025925.9,485996296.3,498296296.3,520429629.6,540737037,576229629.6,521551851.9,554770370.4,611537037,504214814.8,555266666.7,607159259.3,653992592.6
Denmark,6361166313,7058360972,7953274452,8466044672,9677400985,10870670470,11931739859,13059064375,13505573867,15414902267,17075457600,19085731252,23232379952,30730626663,34160444798,40474406216,44575892473,49784338519,60362931854,70366241969,71127528700,61877813965,60412844679,60644782176,59105236854,62658568287,88078760104,109414000000,115553000000,112409000000,138247000000,139225000000,152916000000,143196000000,156162000000,185007000000,187632000000,173538000000,176992000000,177965000000,164159000000,164791000000,178635000000,218096000000,251373000000,264467000000,282885000000,319423000000,353361000000,321241000000,321995000000,344003000000,327149000000,343584000000,352994000000,302673000000,313116000000,332121000000,356841000000,346499000000,354763000000,405688000000,400167000000,404199000000
Dominican Republic,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485500000,1666500000,1987400000,2344800000,2925700000,3599200000,3951500000,4587100000,4734400000,5498800000,6761300000,7561300000,8267400000,9220600000,11594000000,5044579979,6122128558,5827050753,5374299981,6686593060,7073675545,9824483340,11605382504,13081042400,14644734599,16637370839,18241622548,20017450041,21672215547,22136579397,24305780629,25601823688,27137440786,21403167848,22322387382,35777560684,37879830084,43965458509,48122601530,48261078914,53860187258,58029773599,60681535653,62682159338,67179955677,71164826837,75704647878,79998046306,85555390139,88941372558,78844656298,94243425938,113537000000,121444000000
Algeria,2723615451,2434747056,2001444544,2702982018,2909316435,3136284307,3039859187,3370870376,3852147027,4257253264,4863526897,5077183094,6766743957,8707858912,13209871626,15557902754,17728240932,20972113685,26364491313,33243706860,42345829079,44348590461,45207167470,48801369800,53698548293,57937868670,63692007897,66745818375,59089396860,55634721573,62048507531,45715676428,48003133347,49945584453,42543176829,41764291672,46941554225,48177612042,48187781984,48640671735,54790398570,59413400924,61516103406,73482264191,91913680985,107047000000,123084000000,142483000000,180384000000,150317000000,177785000000,218332000000,227144000000,229701000000,238943000000,187494000000,180764000000,189881000000,194554000000,193460000000,164873000000,186265000000,225560000000,239899000000
East Asia & Pacific (excluding high income),80767959484,71153218973,64897470662,70193946313,81084335638,94481207865,103368000000,100363000000,101465000000,114097000000,127056000000,136447000000,155365000000,195434000000,221491000000,248568000000,252737000000,291300000000,282730000000,327362000000,377675000000,403202000000,423461000000,443397000000,480419000000,526023000000,524630000000,518551000000,575591000000,622223000000,666707000000,723516000000,811406000000,890618000000,1071870000000,1322030000000,1518330000000,1570610000000,1433200000000,1577920000000,1736140000000,1847120000000,2044360000000,2313860000000,2682940000000,3107690000000,3742770000000,4731770000000,5987100000000,6491260000000,7900540000000,9650690000000,10759900000000,11870100000000,12800200000000,13323200000000,13614600000000,14881100000000,16640400000000,17213200000000,17487300000000,20840000000000,21113800000000,21150200000000
Early-demographic dividend,131637000000,140037000000,144190000000,161801000000,180039000000,194129000000,190507000000,208044000000,227935000000,252869000000,270344000000,291524000000,323860000000,406591000000,573054000000,638390000000,706473000000,794026000000,886441000000,1081200000000,1355430000000,1506870000000,1425570000000,1421940000000,1438400000000,1436210000000,1443300000000,1465140000000,1548910000000,1578340000000,1840490000000,1953000000000,2145890000000,2382380000000,2502120000000,2551500000000,2767910000000,2956210000000,2921450000000,3090570000000,3377700000000,3351140000000,3255000000000,3622990000000,4210080000000,4895870000000,5596740000000,6624830000000,7460090000000,7172730000000,8708210000000,9813800000000,10261800000000,10406800000000,10766600000000,10237000000000,10537000000000,11393400000000,11524400000000,11767700000000,10981000000000,12771300000000,14131100000000,14847800000000
East Asia & Pacific,157148000000,158409000000,162135000000,180956000000,207767000000,231259000000,258765000000,281222000000,310696000000,358268000000,412631000000,458546000000,570116000000,751512000000,865803000000,947551000000,1042090000000,1241830000000,1569050000000,1703080000000,1840090000000,2028260000000,1986880000000,2115590000000,2263580000000,2388080000000,3123740000000,3667480000000,4409110000000,4590730000000,4790950000000,5412830000000,5917240000000,6619440000000,7404390000000,8407600000000,8101500000000,7743810000000,6931720000000,7743400000000,8377360000000,7789510000000,7912760000000,8702210000000,9758440000000,10411300000000,11034800000000,12331200000000,14220100000000,14630600000000,17078100000000,19796900000000,21174200000000,21411300000000,22089700000000,21995300000000,22776000000000,24329100000000,26487900000000,27032500000000,27156500000000,31148200000000,30663800000000,30775700000000
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,231720000000,255834000000,289098000000,346941000000,333725000000,323228000000,342532000000,273361000000,306497000000,324892000000,344755000000,419694000000,382649000000,390255000000,334433000000,389029000000,495996000000,639129000000,796047000000,925984000000,1165480000000,1395060000000,1163140000000,1377630000000,1566800000000,1652510000000,1802290000000,1729710000000,1507650000000,1447400000000,1485110000000,1459980000000,1488770000000,1428330000000,1659440000000,1803040000000,2098350000000
Europe & Central Asia,426443000000,469280000000,513220000000,561276000000,620341000000,676461000000,731652000000,777413000000,818985000000,908301000000,1020820000000,1152010000000,1381540000000,1757660000000,1986460000000,2320720000000,2412980000000,2729070000000,3345780000000,4079020000000,4611620000000,4108150000000,3960030000000,3840330000000,3691050000000,3819240000000,5207730000000,6431400000000,7159610000000,7254770000000,8868970000000,9137900000000,9788830000000,9001000000000,9411950000000,10868900000000,11093800000000,10521800000000,10794500000000,10676200000000,10065900000000,10168300000000,11134300000000,13534600000000,15775500000000,16780900000000,18167700000000,21227700000000,23363300000000,20545100000000,21016500000000,23306000000000,22453700000000,23455000000000,23784400000000,20481500000000,20408600000000,21652800000000,23188700000000,22908200000000,22156500000000,25331400000000,25389300000000,27240600000000
Ecuador,2069464937,1753850955,1518207704,1824343870,2244146103,2387047396,2429308639,2553595172,2582179864,3112165727,2862503139,2754219271,3185986087,3891754150,6599257044,7731674472,9091921030,11026342618,11922497876,14175160902,17881508242,21810759354,19929846396,17152477037,16912509092,17149088413,15314138472,13945426859,13051881851,13890823705,15239272612,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,17539454727,23127055000,27054197000,30965208000,35194947000,40278849000,45690762000,49848725000,61139438000,60094978000,68151329000,78986648000,87735048000,96570334000,102718000000,97209558000,97671433000,104467000000,107479000000,107596000000,95865472000,107435000000,116586000000,118845000000
"Egypt, Arab Rep.",,,,,,4948667540,5278005612,5605484299,5932242991,6524455206,8042200452,8609283346,9299638056,10098534613,9228963225,11632178869,13315988083,14400806876,14811704063,18020571429,21669908176,22136081081,27655172414,30966239814,33971188992,39053502251,41253507951,40455616654,34980124929,39756299050,42978914311,37387836491,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,96684636119,85146067416,80288461538,78782467532,89600665557,107426000000,130438000000,162818000000,189147000000,218984000000,235990000000,279117000000,288434000000,305595000000,329367000000,332442000000,248363000000,262589000000,318679000000,383818000000,424672000000,476748000000,395926000000
Euro area,251548000000,280001000000,309683000000,340867000000,377689000000,412852000000,446697000000,474740000000,510445000000,570282000000,645797000000,731954000000,884219000000,1147890000000,1301780000000,1509430000000,1575250000000,1791800000000,2194150000000,2657920000000,2976840000000,2587110000000,2504830000000,2443640000000,2343940000000,2408040000000,3379540000000,4180010000000,4597150000000,4695810000000,5909780000000,6130270000000,6751660000000,6180930000000,6528770000000,7538490000000,7628740000000,6976430000000,7175150000000,7139950000000,6517630000000,6619380000000,7226690000000,8897550000000,10202200000000,10568600000000,11233600000000,12938400000000,14226800000000,13000700000000,12700600000000,13700800000000,12695700000000,13255700000000,13570100000000,11727100000000,12025900000000,12736900000000,13761100000000,13481100000000,13155200000000,14754600000000,14224300000000,15544900000000
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467872714.8,531688311.7,578015625,693535954.2,686490090.1,745523116.9,688918537.1,706370815.6,752371688.7,729321680.2,870248267.6,1109054005,1098424686,1211161880,1317974491,1380188800,1856695551,1589515447,2065001626,,,,,,,,,,,,
Spain,12433394725,14248303793,16621504913,19645746986,21982577365,25497831759,29580564480,32594186212,32417481065,37117200724,40992995008,46619420359,59132415221,78639525985,97274006346,114777000000,118507000000,132449000000,160600000000,214602000000,232767000000,202808000000,195997000000,170951000000,172103000000,180793000000,251321000000,318748000000,376160000000,414757000000,536559000000,577166000000,630916000000,525076000000,530563000000,614609000000,642589000000,590077000000,619215000000,634908000000,598363000000,627830000000,708757000000,907492000000,1069060000000,1153720000000,1260400000000,1474000000000,1631860000000,1491470000000,1422110000000,1480710000000,1324750000000,1355580000000,1371820000000,1196160000000,1233550000000,1313250000000,1421700000000,1394320000000,1278130000000,1445650000000,1417800000000,1580690000000
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013091682,4123011420,4502970889,4786018988,5154420649,5674080543,5756912266,5686579748,6254649539,7367975888,9874013098,12145911801,14106790200,17022870405,22449129483,24341678629,19633031398,19523477326,23213994093,23019150071,25115753366,26634083965,22890762090,24072829277,26924385103,30624720196,31290453294,31330419851,36864792512,37921480882,40744848828
Ethiopia,1610511694,1680859514,1747566307,1825058828,1984129185,2159998591,2324466416,2461762003,2619948865,2768987372,3045354455,3224280835,3520252938,4070570550,4577209966,4577047854,4943806093,5651840585,6014961435,6586048398,7012585454,7507663566,7899988841,8781664427,8298309581,9717392687,10094328898,10790001558,11181119718,11762932007,12478943895,13799799324,10754799037,9051043870,7100806754,7855205207,8761215548,8803539988,8013274132,7892973532,8242349618,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648276605,55612228234,64589328551,74296745208,81770886826,84269196626,95912607722,107658000000,111262000000,126773000000,163698000000
European Union,285073000000,316870000000,350222000000,384822000000,426858000000,467083000000,505704000000,538500000000,577998000000,645043000000,729230000000,824288000000,994401000000,1286730000000,1456740000000,1696430000000,1777200000000,2012780000000,2451550000000,2962560000000,3314880000000,2893850000000,2792070000000,2714740000000,2615740000000,2690010000000,3755830000000,4642290000000,5096310000000,5205660000000,6509870000000,6733630000000,7392190000000,6751220000000,7155500000000,8296090000000,8431590000000,7733840000000,7969880000000,7925840000000,7276390000000,7393610000000,8083520000000,9932130000000,11418900000000,11910100000000,12712600000000,14727500000000,16295400000000,14762800000000,14556100000000,15765200000000,14641600000000,15294900000000,15651400000000,13553900000000,13888800000000,14765900000000,15981400000000,15694100000000,15381400000000,17315100000000,16761500000000,18349400000000
Fragile and conflict affected situations,30738244855,32690862791,35607386321,38028727377,38274770246,40813674762,43238591721,44174621790,48568838756,53610325878,65401455198,66561388562,77479654097,95510532409,146901000000,161514000000,195305000000,213278000000,231357000000,297570000000,382755000000,512808000000,487188000000,421777000000,382295000000,389797000000,357219000000,359769000000,389154000000,382427000000,550432000000,386525000000,345172000000,351215000000,353240000000,431763000000,466441000000,522327000000,536100000000,400171000000,468036000000,458017000000,446929000000,470618000000,596965000000,755161000000,945955000000,1159330000000,1481950000000,1342730000000,1593980000000,1664320000000,1861810000000,1935540000000,2053790000000,1617320000000,1490630000000,1549710000000,1735180000000,1842150000000,1690930000000,1796270000000,1950010000000,1906800000000
Finland,5279011362,5983900493,6407225035,6958296429,7848288358,8679620317,9305312888,9467428626,8915770473,10176617905,11357516988,12527405513,14743186120,19472363467,24848821490,29472623242,31849513771,33499799321,36256160289,44465255686,53645202423,52448332874,52797582336,50973526900,52888800950,55875863392,73531550551,91594751792,109059000000,119012000000,141438000000,127774000000,112533000000,89214114708,103300000000,134190000000,132129000000,126912000000,134039000000,135264000000,126020000000,129533000000,140404000000,171652000000,197479000000,204885000000,217089000000,256378000000,285716000000,253498000000,249424000000,275604000000,258290000000,271362000000,274863000000,234534000000,240771000000,255648000000,275708000000,268515000000,271886000000,296470000000,281887000000,300187000000
Fiji,112328422.1,116987784.9,122906435,129454728.6,140032741.5,147084750,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316656648.7,425950487.5,558587097.4,684282434.4,694540806.4,719501765.8,829267889.4,1019691460,1202618816,1235626771,1194059943,1123085190,1178000678,1141168944,1290267340,1177947965,1110009523,1182660266,1337017559,1383883250,1532411039,1636101247,1825732093,1970301486,2128696644,2090221137,1653146717,1936459986,1678219508,1652462023,1833279985,2300492465,2708078477,2980403845,3076305453,3378314600,3523185920,2870624636,3140166713,3779411899,3972028104,4189967999,4857104769,4682479894,4930213644,5353469174,5581425327,5444407198,4432466220,4305031650,4979979531,5494797541
France,62225478001,67461644222,75607529810,84759195106,94007851047,101537000000,110046000000,118973000000,129785000000,141903000000,148456000000,165967000000,203494000000,264430000000,285554000000,360832000000,372319000000,410279000000,506709000000,613953000000,701288000000,615552000000,584878000000,559869000000,530684000000,553138000000,771471000000,934173000000,1018850000000,1025210000000,1269180000000,1269280000000,1401470000000,1322820000000,1393980000000,1601090000000,1605680000000,1452880000000,1503110000000,1493150000000,1365640000000,1377660000000,1501410000000,1844540000000,2119630000000,2196950000000,2320540000000,2660590000000,2930300000000,2700890000000,2645190000000,2865160000000,2683670000000,2811880000000,2855960000000,2439190000000,2472960000000,2595150000000,2790960000000,2728870000000,2647420000000,2959360000000,2779090000000,3030900000000
Faroe Islands,,,,,,57954522.42,64397131.08,66225403.56,65186666.67,70106666.67,84933333.33,99219082.85,119335897.8,161236465.8,196771070.9,227404436,270470345.4,347798304.6,397833034.9,448568492.7,493014300,456244919,444047495.3,486605127.7,426008864.7,459307281.2,688914288.9,886508622.3,968576956.9,871935350.4,960805408.9,909253214.8,912670413.3,760957189.8,758739178.6,901404709.8,989536914.7,933763083.4,1104744235,1127684827,1067109531,1160268212,1275093689,1501941581,1724770771,1759739599,2017680835,2339015313,2489873250,2296065170,2331796784,2505740669,2427200389,2690110521,2914012679,2573905971,2813278869,2980057378,3188600927,3266432734,3262045883,3655063938,3555929833,
"Micronesia, Fed. Sts.",,,,,,,,,,,19885925.98,21783157.57,25100928.16,34821467.36,46095174.94,46119184.11,46813192.58,47305559.69,53656834.28,60270778.33,64186644.25,76472529.41,80055705.88,84110352.94,84676117.65,101931941.2,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,325000000,359000000,392000000,394000000,372000000,390000000,430000000,460000000
Gabon,141468977.8,167637907.1,182796536.3,154480244.1,215679855.3,226474285.8,245849781.3,271543680,294468564.2,318124701.5,323802475.5,381687072.6,430508358.5,722780701.3,1544216002,2157592940,3009409974,2809349069,2389479272,3030251120,4279637942,3862269121,3618007841,3391275732,3561451561,3339914757,3403638189,3281797043,3834503376,4186411464,5952293765,5402919785,5592390827,4378645081,4190819344,4958845648,5694040003,5326817115,4483417310,4662992036,5080483629,5023265413,5335451100,6511903365,7770219008,9582783991,10327598306,12455409587,15571348344,12113699068,14372593020,18210307744,17170464016,17595744798,18203966896,14383107763,14023890265,14929487485,16867326390,16874405460,15314577168,20217946921,21071739228,20516134389
United Kingdom,73233967692,77741965703,81247564157,86561961812,94407558351,101825000000,108573000000,113117000000,107760000000,116465000000,130672000000,148114000000,169965000000,192538000000,206131000000,241757000000,232615000000,263066000000,335883000000,438994000000,564948000000,540766000000,515049000000,489618000000,461487000000,489285000000,601453000000,745163000000,910123000000,926885000000,1093170000000,1142800000000,1179660000000,1061390000000,1140490000000,1344240000000,1419650000000,1560910000000,1653690000000,1687830000000,1665530000000,1649830000000,1785730000000,2054420000000,2421530000000,2543180000000,2708440000000,3090510000000,2929410000000,2412840000000,2485480000000,2663810000000,2707090000000,2784850000000,3064710000000,2927910000000,2689110000000,2680150000000,2871340000000,2851410000000,2697810000000,3141510000000,3088840000000,3340030000000
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,11502.63264,13825.75758,14047.41001,7500000000,6400000000,3730000000,2701301483,2514070772,2693768413,3095047604,3510520231,3613497317,2800025883,3057475335,3219462262,3395766678,3991377904,5125365192,6410912050,7745250734,10172931089,12795145131,10766920066,12426907967,15475290469,16894392033,17517660144,17966015109,15223796149,15444548902,16473125375,17902544881,17638337117,16010869216,18853115589,24984568960,30535530479
Ghana,1223943662,1309859155,1390140845,1549295775,1740845070,2064788732,2138028169,1748837209,1666666667,1961764706,2214705882,2427184466,2116541353,3018103448,2894409938,2810106383,2765254237,3189428571,3662478185,4020227920,4445228216,4222441860,4035994398,4057275132,4412279843,4504306723,5735677434,5074829932,5197765032,5251858440,5889106573,6603185268,6416103926,5968922939,5446383727,6464382808,6932991739,6891443192,7482069162,7718109982,4982850662,5314872854,6166197848,7632723556,8881417907,10744568381,20885037597,24827339138,28679383241,26048720006,32197655567,39336668081,41271701061,62824629066,54783319817,49406010054,56164929305,60405924079,67298914624,68337969248,70043095504,79524421861,74263364042,76370394412
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,3220224608,3594302908,4203069035,5152080388,5691417541,6102769605,6762781871,6914381291,8087305999,8877094497,9746524915,9646440667,11926032493,15129893722,18421497251,22787644566,2909130355,2976714019,3476480303,3546079263,3888320666,4396178694,4789220417,4781166117,4932800407,5385704166,5641243100,5516916163,5232118046,5046806783,4367458867,4125527603,4301608753,5025167975,5300767961,4282468637,4220019243,6281917650,6964179188,6716904517,6853467832,6785137216,7638045226,8376613881,8778473643,8794202394,8595955600,10324668271,11857030367,13442861496,14177835841,16091817842,20999229260,23612295818
"Gambia, The",,,,,,,44212081.35,46695006.96,41160065.86,45168072.27,52296083.67,55728663.22,59160569.48,75187749.1,95796021.69,115179719.1,112190829.5,138093099.1,171833086,207112627.7,241083090.3,218767743.5,216050552.3,213448584.9,177340880.1,225726358.9,185646986.8,220626484.2,266672211.9,284120329.4,317083695.5,690311080.5,714254256.1,755040974.1,746493951.9,785999864.8,848239446.2,803633342.5,840285264.6,814724032.1,782913871.8,687410645.1,578235309.3,487038685,961900651.4,1027701068,1054112488,1279703047,1561766956,1450142509,1543294927,1409693597,1415004738,1375609453,1229461721,1378176609,1484578886,1504909463,1670671328,1813609692,1812170891,2014158843,2175099790,2339904157
Guinea-Bissau,,,,,,,,,,,204670551.4,204167297.4,227986203.9,232331281.5,256769729.7,283311996.7,292152321.6,298871674.2,318876550.6,308143183.3,287648258.6,402230865.4,430284021.9,425225177,359980490.5,373959151.1,338524232.5,451893374.9,427514321.6,554072302.8,634187269.2,668470890,588309271.2,615779519.1,612502084.6,660195401.9,702965147.5,698107222.5,591034143.3,579365780.2,391345597.5,412610871.5,466773711.2,553614800.1,582169841.3,639776040.6,634781901.3,753162998.1,952667544,890167833.4,940112539,1157074319,1049412177,1109682824,1135250721,1152384167,1245074264,1469978606,1554133594,1486476582,1520479985,1724555634,1714166526,1966461400
